"112年09月21日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,679.86","-","250.59","-1.32","",
"發行量加權股價指數","16,316.67","-","218.08","-1.32","",
"臺灣公司治理100指數","9,145.11","-","121.41","-1.31","",
"臺灣50指數","12,085.82","-","169.11","-1.38","",
"臺灣50權重上限30%指數","11,409.45","-","155.54","-1.34","",
"臺灣中型100指數","16,498.84","-","213.93","-1.28","",
"臺灣資訊科技指數","22,399.31","-","297.05","-1.31","",
"臺灣發達指數","9,584.81","-","141.90","-1.46","",
"臺灣高股息指數","7,970.31","-","77.59","-0.96","",
"臺灣就業99指數","10,750.32","-","154.01","-1.41","",
"臺灣高薪100指數","9,006.20","-","109.84","-1.20","",
"未含金融指數","14,104.60","-","186.33","-1.30","",
"未含電子指數","17,676.16","-","245.69","-1.37","",
"未含金融電子指數","14,485.77","-","197.09","-1.34","",
"小型股300指數","9,604.15","-","121.69","-1.25","",
"水泥窯製類指數","597.42","-","8.28","-1.37","",
"塑膠化工類指數","804.26","-","11.65","-1.43","",
"機電類指數","4,460.49","-","57.84","-1.28","",
"水泥類指數","154.80","-","2.15","-1.37","",
"食品類指數","1,965.37","-","21.18","-1.07","",
"塑膠類指數","222.50","-","3.69","-1.63","",
"紡織纖維類指數","582.20","-","4.46","-0.76","",
"電機機械類指數","292.79","-","3.00","-1.01","",
"電器電纜類指數","100.22","-","1.19","-1.17","",
"化學生技醫療類指數","123.19","-","1.28","-1.03","",
"化學類指數","153.97","-","0.96","-0.62","",
"生技醫療類指數","66.83","-","1.02","-1.50","",
"玻璃陶瓷類指數","52.49","-","0.73","-1.37","",
"造紙類指數","329.59","-","5.56","-1.66","",
"鋼鐵類指數","137.94","-","1.68","-1.20","",
"橡膠類指數","256.28","-","3.62","-1.39","",
"汽車類指數","400.33","-","8.10","-1.98","",
"電子工業類指數","795.19","-","10.38","-1.29","",
"半導體類指數","359.65","-","5.37","-1.47","",
"電腦及週邊設備類指數","218.23","-","0.67","-0.31","",
"光電類指數","33.79","-","0.48","-1.40","",
"通信網路類指數","140.95","-","2.34","-1.63","",
"電子零組件類指數","194.03","-","3.02","-1.53","",
"電子通路類指數","202.82","-","0.36","-0.18","",
"資訊服務類指數","167.02","-","0.99","-0.59","",
"其他電子類指數","102.96","-","0.95","-0.91","",
"建材營造類指數","383.10","-","3.01","-0.78","",
"航運類指數","141.13","-","2.42","-1.69","",
"觀光餐旅類指數","124.67","-","3.12","-2.44","",
"金融保險類指數","1,621.93","-","23.58","-1.43","",
"貿易百貨類指數","274.70","-","2.04","-0.74","",
"油電燃氣類指數","107.17","-","1.79","-1.64","",
"綠能環保類指數","88.58","-","1.13","-1.26","",
"數位雲端類指數","79.36","-","1.61","-1.99","",
"運動休閒類指數","91.08","-","1.23","-1.33","",
"居家生活類指數","92.45","-","0.89","-0.95","",
"其他類指數","354.52","-","4.51","-1.26","",
"臺指日報酬兩倍指數","32,952.07","-","892.77","-2.64","",
"臺指反向一倍指數","4,140.03","+","53.89","1.32","",
"電子類兩倍槓桿指數","34,026.59","-","900.08","-2.58","",
"電子類反向指數","3,530.24","+","44.91","1.29","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,975.46","-","54.83","-1.36","",
"臺灣中小型公司治理指數","8,760.94","-","175.79","-1.97","",
"臺灣IPO指數","4,591.01","-","53.00","-1.14","",
"智慧中立指數","3,305.94","-","0.86","-0.03","",
"臺灣5G指數","8,025.65","-","124.08","-1.52","",
"臺灣企業社會責任中小型指數","10,322.21","-","112.95","-1.08","",
"特選臺灣電動車代表指數","8,202.63","-","91.40","-1.10","",
"臺灣5G+通訊指數","6,501.89","-","85.75","-1.30","",
"臺灣全市場指數","5,550.21","-","77.11","-1.37","",
"臺灣全市場半導體指數","5,282.26","-","88.59","-1.65","",
"臺灣智慧移動與電動車指數","4,331.67","-","44.66","-1.02","",
"特選小資高價30指數","5,080.06","-","93.06","-1.80","",
