"113年07月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","27,130.93","-","515.22","-1.86","",
"發行量加權股價指數","23,916.93","-","473.10","-1.94","",
"臺灣公司治理100指數","14,051.20","-","356.16","-2.47","",
"臺灣50指數","19,617.66","-","573.06","-2.84","",
"臺灣50權重上限30%指數","17,124.29","-","414.37","-2.36","",
"臺灣中型100指數","21,136.82","-","31.46","-0.15","",
"臺灣資訊科技指數","39,352.81","-","1,346.28","-3.31","",
"臺灣發達指數","10,450.17","-","18.46","-0.18","",
"臺灣高股息指數","10,299.65","-","54.45","-0.53","",
"臺灣就業99指數","14,334.05","-","181.96","-1.25","",
"臺灣高薪100指數","12,380.00","-","155.77","-1.24","",
"未含金融指數","20,923.21","-","469.41","-2.19","",
"未含電子指數","21,011.81","+","66.93","0.32","",
"未含金融電子指數","16,294.25","+","54.87","0.34","",
"小型股300指數","12,391.78","-","22.75","-0.18","",
"水泥窯製類指數","639.44","+","4.93","0.78","",
"塑膠化工類指數","753.85","+","9.59","1.29","",
"機電類指數","7,251.25","-","209.89","-2.81","",
"水泥類指數","166.89","+","1.28","0.77","",
"食品類指數","2,338.27","+","6.22","0.27","",
"塑膠類指數","170.41","+","3.54","2.12","",
"紡織纖維類指數","691.72","+","3.74","0.54","",
"電機機械類指數","457.29","-","3.24","-0.70","",
"電器電纜類指數","120.16","+","2.29","1.94","",
"化學生技醫療類指數","144.25","+","0.71","0.49","",
"化學類指數","173.22","+","1.10","0.64","",
"生技醫療類指數","80.42","+","0.32","0.40","",
"玻璃陶瓷類指數","53.50","+","0.42","0.79","",
"造紙類指數","340.84","-","0.45","-0.13","",
"鋼鐵類指數","141.88","+","0.59","0.42","",
"橡膠類指數","288.49","+","2.98","1.04","",
"汽車類指數","412.28","+","0.54","0.13","",
"電子工業類指數","1,296.81","-","38.65","-2.89","",
"半導體類指數","651.88","-","24.22","-3.58","",
"電腦及週邊設備類指數","290.84","-","2.96","-1.01","",
"光電類指數","45.85","+","0.08","0.17","",
"通信網路類指數","154.28","-","0.75","-0.48","",
"電子零組件類指數","251.59","-","4.05","-1.58","",
"電子通路類指數","284.94","-","0.44","-0.15","",
"資訊服務類指數","208.53","-","3.05","-1.44","",
"其他電子類指數","186.86","-","7.16","-3.69","",
"建材營造類指數","637.67","-","2.80","-0.44","",
"航運類指數","180.45","-","1.99","-1.09","",
"觀光餐旅類指數","130.83","-","0.27","-0.21","",
"金融保險類指數","2,159.55","+","6.14","0.29","",
"貿易百貨類指數","313.30","+","4.14","1.34","",
"油電燃氣類指數","88.32","+","0.44","0.50","",
"綠能環保類指數","137.12","+","0.45","0.33","",
"數位雲端類指數","70.38","+","1.27","1.84","",
"運動休閒類指數","96.07","+","1.02","1.07","",
"居家生活類指數","114.73","+","0.06","0.05","",
"其他類指數","379.86","+","2.90","0.77","",
"臺指日報酬兩倍指數","69,605.58","-","2,809.30","-3.88","",
"臺指反向一倍指數","2,776.47","+","52.83","1.94","",
"電子類兩倍槓桿指數","87,894.57","-","5,400.15","-5.79","",
"電子類反向指數","2,101.77","+","59.12","2.89","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,388.37","+","15.30","0.35","",
"臺灣中小型公司治理指數","10,974.65","-","101.02","-0.91","",
"臺灣IPO指數","5,869.54","-","133.96","-2.23","",
"智慧中立指數","3,632.94","+","75.02","2.11","",
"臺灣5G指數","11,936.98","-","387.29","-3.14","",
"臺灣企業社會責任中小型指數","12,891.81","+","15.02","0.12","",
"特選臺灣電動車代表指數","10,813.11","-","187.53","-1.70","",
"臺灣5G+通訊指數","10,628.80","-","338.04","-3.08","",
"臺灣全市場指數","8,288.69","-","165.03","-1.95","",
"臺灣全市場半導體指數","8,367.98","-","268.83","-3.11","",
"臺灣智慧移動與電動車指數","6,173.93","-","148.57","-2.35","",
"特選小資高價30指數","8,389.72","-","250.50","-2.90","",
"特選臺灣綠能及電動車指數","6,548.66","-","108.25","-1.63","",
"特選臺灣智能車供應鏈聯盟指數","7,664.26","-","238.31","-3.02","",
"臺灣全市場半導體精選30指數","6,658.87","-","228.39","-3.32","",
"特選臺灣高股息30指數","5,708.69","-","69.47","-1.20","",
"臺灣友善環境指數","7,207.10","-","139.78","-1.90","",
"台灣永續價值指數","6,559.00","-","130.51","-1.95","",
"特選臺灣IC設計指數","4,784.10","-","136.34","-2.77","",
"特選臺灣環境永續高股息指數","7,651.38","-","69.64","-0.90","",
"臺灣友善環境50指數","6,097.72","-","160.02","-2.56","",
"特選臺灣IC設計產業代表指數","6,245.31","-","196.63","-3.05","",
"特選臺灣綠能指數","6,511.65","-","1.57","-0.02","",
"特選臺灣智慧50指數","5,571.82","-","126.07","-2.21","",
"臺灣晶圓製造指數","6,766.38","-","192.48","-2.77","",
"臺灣精選高息指數","5,698.42","-","70.96","-1.23","",
"臺灣多因子優選高股息30指數","9,032.52","+","31.26","0.35","",
"特選臺灣優利高填息30指數","7,647.35","-","56.68","-0.74","",
"特選臺灣科技優息指數","9,422.14","-","125.53","-1.31","",
"臺灣半導體收益指數","7,586.35","-","202.17","-2.60","",
"臺灣優選成長高股息指數","8,185.32","-","99.05","-1.20","",
"特選臺灣ESG低碳高息40指數","9,104.15","-","26.13","-0.29","",
"臺灣優選多因子30指數","9,213.72","-","136.21","-1.46","",
"臺灣創新科技50指數","7,984.00","-","254.74","-3.09","",
"臺灣全市場新經濟產業指數","5,036.08","+","35.17","0.70","",
"臺灣ESG永續高股息等權重指數","6,688.00","-","31.18","-0.46","",
"臺灣永續高息中小型指數","6,469.27","+","5.55","0.09","",
"特選臺灣高息優質成長指數","6,391.68","-","34.17","-0.53","",
"特選臺灣高息動能指數","6,730.88","-","69.62","-1.02","",
"臺灣電子成長高息等權重指數","6,135.17","-","27.75","-0.45","",
"特選臺灣優利成長指數","5,622.14","-","20.27","-0.36","",
"臺灣價值高息指數","5,946.58","-","49.22","-0.82","",
"特選臺灣IC設計動能指數","5,402.47","-","136.50","-2.46","",
"臺灣科技高股息指數","6,017.66","-","10.65","-0.18","",
"臺灣趨勢動能高股息指數","5,957.80","-","9.39","-0.16","",
"特選臺灣科技高息成長指數","5,828.72","-","68.06","-1.15","",
"特選臺灣AI優息動能指數","5,222.40","-","80.45","-1.52","",
"臺灣優選AI 50指數","5,287.02","-","82.63","-1.54","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","50,404.65","+","285.81","0.57","",
"金融類日報酬反向一倍指數","3,457.46","-","9.89","-0.29","",
"漲升股利150指數","10,724.52","-","159.49","-1.47","",
"藍籌30指數","11,220.74","-","296.03","-2.57","",
"工業菁英30指數","11,773.70","-","269.37","-2.24","",
"低波動股利精選30指數","8,706.30","+","28.12","0.32","",
"中小型A級動能50指數","26,956.79","-","99.89","-0.37","",
"特選高息低波指數","10,633.46","-","6.79","-0.06","",
"臺灣永續指數","12,503.61","-","281.81","-2.20","",
"價值投資指數","8,391.76","+","3.13","0.04","",
"存股雙十等權重指數","10,309.71","-","220.21","-2.09","",
"特選大蘋果指數","12,541.63","-","459.59","-3.53","",
"中小型300指數","12,806.04","-","30.30","-0.24","",
"臺灣500指數","12,117.51","-","218.37","-1.77","",
"臺灣勞工權益指數","10,233.80","-","152.83","-1.47","",
"微波高息精選20指數","9,258.15","-","143.78","-1.53","",
"特選世代行動通訊指數","8,855.51","-","100.02","-1.12","",
"智慧投資多因子30指數","7,688.79","-","2.60","-0.03","",
"臺股期貨指數","12,997.56","-","303.84","-2.28","",
"特選價值成長指數","10,255.92","-","33.36","-0.32","",
"臺灣上櫃永續指數","8,396.93","-","148.15","-1.73","",
"特選台股領航指數","11,874.46","-","322.20","-2.64","",
"特選Smart多因子指數","9,534.89","-","254.93","-2.60","",
"特選ESG高股息指數","7,011.58","-","131.47","-1.84","",
"特選上櫃ESG成長指數","6,133.88","-","147.94","-2.36","",
"特選上櫃ESG電子菁英指數","6,289.49","-","166.26","-2.58","",
"臺灣優息存股指數","5,470.75","+","27.05","0.50","",
"特選上櫃ESG永續高股息指數","8,337.27","-","53.80","-0.64","",
"特選臺灣金融高股息存股指數","6,969.54","+","24.31","0.35","",
"特選臺灣產業龍頭存股等權重指數","7,164.62","-","42.20","-0.59","",
"上櫃ESG 30指數","7,186.19","-","135.71","-1.85","",
"臺灣ESG低碳50指數","8,363.83","-","228.62","-2.66","",
"臺灣創新板指數","6,871.39","+","18.52","0.27","",
"特選上櫃ESG龍頭指數","7,014.74","-","143.94","-2.01","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","39,910.42","-","752.98","-1.85","",
"發行量加權股價報酬指數","52,302.48","-","1,028.17","-1.93","",
"臺灣公司治理100報酬指數","20,356.92","-","515.38","-2.47","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","23,584.68","-","293.27","-1.23","",
"臺灣高薪100報酬指數","19,637.15","-","242.82","-1.22","",
"未含金融電子報酬指數","36,843.23","+","134.38","0.37","",
"小型股300報酬指數","17,310.14","-","21.74","-0.13","",
"水泥類報酬指數","346.74","+","2.67","0.78","",
