"111年11月29日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,795.71","+","154.91","0.93","",
"發行量加權股價指數","14,709.64","+","152.77","1.05","",
"臺灣公司治理100指數","8,455.79","+","104.31","1.25","",
"臺灣50指數","11,323.55","+","141.64","1.27","",
"臺灣50權重上限30%指數","10,736.32","+","131.46","1.24","",
"臺灣中型100指數","12,808.51","+","70.89","0.56","",
"臺灣資訊科技指數","19,343.50","+","182.83","0.95","",
"臺灣發達指數","9,653.43","+","116.63","1.22","",
"臺灣高股息指數","5,959.24","+","63.23","1.07","",
"臺灣就業99指數","9,026.15","+","110.72","1.24","",
"臺灣高薪100指數","8,110.81","+","113.28","1.42","",
"未含金融指數","12,625.66","+","115.83","0.93","",
"未含電子指數","17,204.66","+","232.73","1.37","",
"未含金融電子指數","14,255.06","+","157.62","1.12","",
"小型股300指數","8,115.04","+","40.93","0.51","",
"水泥窯製類指數","606.38","+","7.23","1.21","",
"塑膠化工類指數","829.05","+","2.75","0.33","",
"機電類指數","3,825.88","+","31.67","0.83","",
"水泥類指數","153.29","+","2.24","1.48","",
"食品類指數","1,807.42","+","11.47","0.64","",
"塑膠類指數","247.63","+","1.39","0.56","",
"紡織纖維類指數","571.59","+","7.08","1.25","",
"電機機械類指數","219.76","+","2.56","1.18","",
"電器電纜類指數","102.77","-","0.50","-0.48","",
"化學生技醫療類指數","111.72","-","0.47","-0.42","",
"化學類指數","127.88","+","0.38","0.30","",
"生技醫療類指數","66.60","-","0.75","-1.11","",
"玻璃陶瓷類指數","61.27","-","0.13","-0.21","",
"造紙類指數","305.80","+","0.01","--","",
"鋼鐵類指數","135.11","+","3.01","2.28","",
"橡膠類指數","235.09","+","1.94","0.83","",
"汽車類指數","343.72","+","6.11","1.81","",
"電子工業類指數","683.39","+","5.68","0.84","",
"半導體類指數","325.79","+","3.32","1.03","",
"電腦及週邊設備類指數","122.59","+","0.70","0.57","",
"光電類指數","33.84","+","0.17","0.50","",
"通信網路類指數","125.74","+","1.63","1.31","",
"電子零組件類指數","161.78","+","0.35","0.22","",
"電子通路類指數","168.72","+","0.86","0.51","",
"資訊服務類指數","121.03","+","0.26","0.22","",
"其他電子類指數","94.88","+","0.17","0.18","",
"建材營造類指數","352.32","+","2.21","0.63","",
"航運類指數","161.95","+","5.09","3.24","",
"觀光類指數","107.99","+","1.41","1.32","",
"金融保險類指數","1,540.64","+","29.42","1.95","",
"貿易百貨類指數","274.71","+","3.40","1.25","",
"油電燃氣類指數","110.67","+","0.56","0.51","",
"其他類指數","347.70","+","2.46","0.71","",
"臺指日報酬兩倍指數","27,103.99","+","557.20","2.10","",
"臺指反向一倍指數","4,660.45","-","49.43","-1.05","",
"電子類兩倍槓桿指數","25,713.71","+","423.92","1.68","",
"電子類反向指數","4,208.28","-","35.57","-0.84","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,257.16","-","38.16","-0.89","",
"臺灣中小型公司治理指數","6,693.42","+","22.97","0.34","",
"臺灣IPO指數","4,638.14","+","30.47","0.66","",
"智慧中立指數","3,470.91","+","4.47","0.13","",
"臺灣5G指數","7,343.14","+","55.18","0.76","",
"臺灣企業社會責任中小型指數","7,856.01","+","46.46","0.59","",
"特選臺灣電動車代表指數","5,689.55","+","39.15","0.69","",
"臺灣5G+通訊指數","5,527.66","+","35.93","0.65","",
"臺灣全市場指數","4,986.17","+","48.61","0.98","",
"臺灣全市場半導體指數","4,649.59","+","19.95","0.43","",
"臺灣電動車與自駕科技永續概念指數","4,079.11","+","28.81","0.71","",
"臺灣智慧移動與電動車指數","3,810.77","+","7.64","0.20","",
"特選小資高價30指數","4,411.46","+","22.40","0.51","",
"特選臺灣綠能及電動車指數","4,281.54","+","26.18","0.62","",
"特選臺灣智能車供應鏈聯盟指數","4,142.36","+","26.63","0.65","",
"臺灣全市場半導體精選30指數","3,686.04","+","14.89","0.41","",
"特選臺灣高股息30指數","3,770.54","+","21.05","0.56","",
"臺灣友善環境指數","4,450.70","+","46.64","1.06","",
"台灣永續價值指數","4,186.48","+","62.05","1.50","",
"特選臺灣IC設計指數","2,712.62","-","10.81","-0.40","",
"特選臺灣環境永續高股息指數","3,977.21","+","35.04","0.89","",
"臺灣友善環境50指數","3,881.15","+","41.75","1.09","",
"特選台灣策略高股息30指數","3,647.05","+","13.19","0.36","",
"特選臺灣IC設計產業代表指數","3,263.38","-","17.28","-0.53","",
"特選臺灣綠能指數","4,594.60","+","39.33","0.86","",
"特選臺灣成長高股息指數","3,797.38","+","10.72","0.28","",
"特選臺灣智慧50指數","3,703.64","+","29.60","0.81","",
"特選臺灣標竿PCB指數","3,808.16","-","23.34","-0.61","",
"臺灣晶圓製造指數","4,280.21","+","2.98","0.07","",
"臺灣精選高息指數","3,719.44","+","31.63","0.86","",
"臺灣多因子優選高股息30指數","4,724.64","+","57.27","1.23","",
"特選臺灣優利高填息30指數","4,347.42","+","28.65","0.66","",
"臺灣多因子優選成長30指數","5,204.62","+","52.48","1.02","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","26,240.12","+","983.38","3.89","",
"金融類日報酬反向一倍指數","4,958.21","-","98.44","-1.95","",
"漲升股利150指數","7,749.91","+","85.65","1.12","",
"藍籌30指數","7,221.98","+","88.11","1.24","",
"工業菁英30指數","7,710.03","+","46.57","0.61","",
"電子菁英30指數","7,462.33","+","29.68","0.40","",
"低波動股利精選30指數","6,297.30","+","57.19","0.92","",
"中小型A級動能50指數","14,100.02","+","33.72","0.24","",
"特選高息低波指數","6,546.23","+","28.34","0.43","",
"臺灣永續指數","7,526.04","+","91.39","1.23","",
"特選內需高收益指數","5,711.01","+","56.79","1.00","",
"價值投資指數","5,596.05","+","15.28","0.27","",
"存股雙十等權重指數","6,655.54","+","60.23","0.91","",
"特選大蘋果指數","6,581.04","+","30.61","0.47","",
"中小型300指數","8,188.23","+","43.53","0.53","",
"特股高息20指數","5,659.70","+","47.21","0.84","",
"臺灣500指數","7,584.58","+","78.06","1.04","",
"臺灣勞工權益指數","7,104.63","+","74.81","1.06","",
