"113年08月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","24,715.60","+","342.69","1.41","",
"發行量加權股價指數","21,773.26","+","304.26","1.42","",
"臺灣公司治理100指數","12,775.63","+","167.28","1.33","",
"臺灣50指數","17,784.80","+","227.41","1.30","",
"臺灣50權重上限30%指數","15,549.66","+","252.54","1.65","",
"臺灣中型100指數","19,120.96","+","364.28","1.94","",
"臺灣資訊科技指數","35,090.95","+","517.20","1.50","",
"臺灣發達指數","9,984.98","+","126.35","1.28","",
"臺灣高股息指數","9,415.95","+","166.55","1.80","",
"臺灣就業99指數","13,125.55","+","195.28","1.51","",
"臺灣高薪100指數","11,475.37","+","202.75","1.80","",
"未含金融指數","18,977.94","+","279.20","1.49","",
"未含電子指數","19,907.70","+","218.27","1.11","",
"未含金融電子指數","15,512.25","+","194.79","1.27","",
"小型股300指數","11,368.90","+","158.18","1.41","",
"水泥窯製類指數","615.71","+","0.98","0.16","",
"塑膠化工類指數","720.73","+","3.36","0.47","",
"機電類指數","6,479.08","+","101.37","1.59","",
"水泥類指數","163.22","+","0.32","0.20","",
"食品類指數","2,258.18","+","0.88","0.04","",
"塑膠類指數","160.35","-","0.47","-0.29","",
"紡織纖維類指數","632.38","+","1.06","0.17","",
"電機機械類指數","392.65","+","10.49","2.74","",
"電器電纜類指數","112.11","+","1.61","1.46","",
"化學生技醫療類指數","139.38","+","1.37","0.99","",
"化學類指數","160.78","+","0.26","0.16","",
"生技醫療類指數","79.80","+","1.20","1.53","",
"玻璃陶瓷類指數","46.15","-","0.06","-0.13","",
"造紙類指數","317.69","+","4.27","1.36","",
"鋼鐵類指數","133.58","+","0.70","0.53","",
"橡膠類指數","281.70","+","3.94","1.42","",
"汽車類指數","374.81","+","4.00","1.08","",
"電子工業類指數","1,159.62","+","17.83","1.56","",
"半導體類指數","583.72","+","6.60","1.14","",
"電腦及週邊設備類指數","254.44","+","8.09","3.28","",
"光電類指數","40.19","+","0.48","1.21","",
"通信網路類指數","152.27","+","0.84","0.55","",
"電子零組件類指數","227.52","+","4.50","2.02","",
"電子通路類指數","258.47","+","4.46","1.76","",
"資訊服務類指數","189.61","+","2.38","1.27","",
"其他電子類指數","158.34","+","5.22","3.41","",
"建材營造類指數","633.17","+","12.48","2.01","",
"航運類指數","178.36","+","5.69","3.30","",
"觀光餐旅類指數","120.51","+","1.45","1.22","",
"金融保險類指數","2,027.53","+","15.98","0.79","",
"貿易百貨類指數","306.55","+","0.70","0.23","",
"油電燃氣類指數","86.78","-","0.59","-0.68","",
"綠能環保類指數","123.03","+","1.85","1.53","",
"數位雲端類指數","67.44","+","3.25","5.06","",
"運動休閒類指數","94.52","+","1.53","1.65","",
"居家生活類指數","122.00","+","2.82","2.37","",
"其他類指數","370.24","+","6.25","1.72","",
"臺指日報酬兩倍指數","56,642.11","+","1,561.22","2.83","",
"臺指反向一倍指數","2,998.76","-","43.11","-1.42","",
"電子類兩倍槓桿指數","68,540.92","+","2,075.82","3.12","",
"電子類反向指數","2,296.59","-","36.43","-1.56","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,303.79","+","59.02","1.39","",
"臺灣中小型公司治理指數","9,797.21","+","154.96","1.61","",
"臺灣IPO指數","5,121.85","+","95.84","1.91","",
"智慧中立指數","3,847.68","-","0.22","-0.01","",
"臺灣5G指數","10,885.76","+","224.41","2.10","",
"臺灣企業社會責任中小型指數","11,593.09","+","216.48","1.90","",
"特選臺灣電動車代表指數","9,912.87","+","263.16","2.73","",
"臺灣5G+通訊指數","9,475.29","+","233.22","2.52","",
"臺灣全市場指數","7,537.26","+","108.26","1.46","",
"臺灣全市場半導體指數","7,362.60","+","144.32","2.00","",
"臺灣智慧移動與電動車指數","5,591.79","+","149.15","2.74","",
"特選小資高價30指數","7,499.28","+","137.94","1.87","",
"特選臺灣綠能及電動車指數","5,922.24","+","107.71","1.85","",
"特選臺灣智能車供應鏈聯盟指數","6,826.82","+","145.56","2.18","",
"臺灣全市場半導體精選30指數","5,817.83","+","121.54","2.13","",
